formula,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,chi_diff,rX,rA,rB,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess,bandgap,bandgap_sigma
HfBiS3,Bi,Hf,S,2.0,4.0,-2.0,2.02,1.3,2.58,0.8840000000000002,184.0,163.0,85.0,-0.56,-1.28,-1.42,-2.14,1.9176470588235293,0.4619565217391304,0.8858695652173914,0.3943661971830986,0.5981308411214954,-4.568780880000002,-2.693665829999998,-7.00838179000003,-4.56878103683849,-2.693665922468976,0.8145175879610062,-1.6542288708495247,0.1845735353332302,-2.847077729734469,7.913870035627065,6.50368793830198,11.769320157021456,98.99,153.65,74.72999999999999,130.17,213.77,84.92999999999999,54.69,89.50999999999999,273.21,0.8417691806627103,0.9121437589034236,4.055199410450317,0.6014046438544579,1.257939338684082,0.09420791268348694
ZrBiS3,Bi,Zr,S,3.0,3.0,-2.0,2.02,1.33,2.58,0.8780000000000001,184.0,163.0,85.0,-0.56,-1.25,-1.42,-2.11,1.9176470588235293,0.4619565217391304,0.8858695652173914,0.3943661971830986,0.5924170616113744,-4.568780880000002,-3.6022224400000007,-7.00838179000003,-4.56878103683849,-3.602222563658176,0.8145175879610062,-1.6542288708495247,-0.2714066713124998,-2.847077729734469,7.913870035627065,7.139550537079975,11.769320157021456,98.99,166.94,74.72999999999999,130.17,222.0,84.92999999999999,54.69,84.44,273.21,0.8417691806627103,0.9121437589034236,2.000446174499006,0.6072051073353719,1.2789279222488403,0.04524865746498108
TbBiS3,Bi,Tb,S,3.0,3.0,-2.0,2.02,1.1,2.58,0.9240000000000004,184.0,163.0,92.41,-0.56,-1.48,-1.42,-2.34,1.763878368141976,0.5022282608695652,0.8858695652173914,0.3943661971830986,0.6324786324786326,-4.568780880000002,-3.0839381900000022,-7.00838179000003,-4.56878103683849,-1.3025399247139844,0.8145175879610062,-1.6542288708495247,0.4848213986217848,-2.847077729734469,7.913870035627065,6.119534423052706,11.769320157021456,98.99,29.39,74.72999999999999,130.17,257.89,84.92999999999999,54.69,112.45,273.21,0.7581852392530779,0.8876910066387647,2.315347142892665,0.55349747578009,1.5740447044372559,0.1630111187696457
TbBiSe3,Bi,Tb,Se,3.0,3.0,-2.0,2.02,1.1,2.55,0.906,198.0,163.0,92.41,-0.5299999999999998,-1.4499999999999995,-1.42,-2.34,1.763878368141976,0.4667171717171717,0.8232323232323232,0.3732394366197182,0.6196581196581196,-4.568780880000002,-3.0839381900000022,-6.510488250000024,-4.56878103683849,-1.3025399247139844,-0.2111875472497096,-1.6542288708495247,0.4848213986217848,-2.730814399751447,7.913870035627065,6.119534423052706,10.84576444731508,98.99,29.39,79.97,130.17,257.89,95.78,54.69,112.45,23.97,0.8328333480767043,0.8789855411945424,2.466845898438601,0.5294404410827933,1.6657979488372803,0.12886342406272888
UBiS3,Bi,U,S,3.0,3.0,-2.0,2.02,1.38,2.58,0.8680000000000002,184.0,163.0,99.0,-0.56,-1.2000000000000002,-1.42,-2.06,1.6464646464646464,0.5380434782608695,0.8858695652173914,0.3943661971830986,0.5825242718446603,-4.568780880000002,-1.99527278,-7.00838179000003,-4.56878103683849,-1.9952728484943232,0.8145175879610062,-1.6542288708495247,0.546861732757815,-2.847077729734469,7.913870035627065,5.590257855882314,11.769320157021456,98.99,187.98,74.72999999999999,130.17,241.76,84.92999999999999,54.69,131.23,273.21,0.7681268421958309,0.8670200393816992,2.7645090193711,0.5869684961447935,1.2760939598083496,0.026424942538142204
UBiSe3,Bi,U,Se,3.0,3.0,-2.0,2.02,1.38,2.55,0.8499999999999999,198.0,163.0,99.0,-0.5299999999999998,-1.17,-1.42,-2.06,1.6464646464646464,0.5,0.8232323232323232,0.3732394366197182,0.5679611650485437,-4.568780880000002,-1.99527278,-6.510488250000024,-4.56878103683849,-1.9952728484943232,-0.2111875472497096,-1.6542288708495247,0.546861732757815,-2.730814399751447,7.913870035627065,5.590257855882314,10.84576444731508,98.99,187.98,79.97,130.17,241.76,95.78,54.69,131.23,23.97,0.7666879944977185,0.8594821246407645,2.905923160785241,0.5648143635986436,1.297456979751587,0.06217116117477417
InBiS3,Bi,In,S,3.0,3.0,-2.0,2.02,1.78,2.58,0.7880000000000001,184.0,163.0,92.0,-0.56,-0.8,-1.42,-1.66,1.7717391304347827,0.5,0.8858695652173914,0.3943661971830986,0.4819277108433735,-4.568780880000002,-2.5178859200000034,-7.00838179000003,-4.56878103683849,-2.517886006434747,0.8145175879610062,-1.6542288708495247,-0.1678385307595446,-2.847077729734469,7.913870035627065,5.364511578154709,11.769320157021456,98.99,114.07,74.72999999999999,130.17,151.32,84.92999999999999,54.69,49.29,273.21,0.7626318601039865,0.88900967806167,2.2929615738622133,0.7274853844420145,1.1506457328796387,0.04081667959690094
InBiSe3,Bi,In,Se,3.0,3.0,-2.0,2.02,1.78,2.55,0.7699999999999998,198.0,163.0,92.0,-0.5299999999999998,-0.7699999999999998,-1.42,-1.66,1.7717391304347827,0.4646464646464646,0.8232323232323232,0.3732394366197182,0.4638554216867468,-4.568780880000002,-2.5178859200000034,-6.510488250000024,-4.56878103683849,-2.517886006434747,-0.2111875472497096,-1.6542288708495247,-0.1678385307595446,-2.730814399751447,7.913870035627065,5.364511578154709,10.84576444731508,98.99,114.07,79.97,130.17,151.32,95.78,54.69,49.29,23.97,0.8372799689276131,0.8802282448907139,2.4451354869056914,0.7082721875387326,1.1561145782470703,0.03670211508870125
VCrSe3,V,Cr,Se,3.0,3.0,-2.0,1.63,1.66,2.55,0.8719999999999999,198.0,72.0,61.87,-0.92,-0.8899999999999999,-1.81,-1.78,1.1637304024567643,0.3124747474747474,0.3636363636363636,0.5082872928176795,0.4999999999999999,-4.348428499999998,-4.38888821,-6.510488250000024,-4.348428649274164,-4.388888360663078,-0.2111875472497096,-0.78074486180114,-1.078476583023451,-2.730814399751447,7.169663669121636,7.228119012129165,10.84576444731508,148.18,142.45999999999998,79.97,205.66,198.93,95.78,47.59,43.95,23.97,0.7888710018549996,0.7346723817368187,17.224560342865246,0.7468492720418489,1.3031806945800781,0.10080739110708237
TaMoS3,Mo,Ta,S,3.0,3.0,-2.0,2.16,1.5,2.58,0.8160000000000001,184.0,122.8,79.0,-0.4199999999999999,-1.08,-1.2799999999999998,-1.94,1.5544303797468355,0.4293478260869565,0.6673913043478261,0.328125,0.5567010309278351,-4.274195439999998,-3.5963150900000027,-7.00838179000003,-4.274195586725868,-3.5963152134553904,0.8145175879610062,-1.5291146854901538,-0.2825051047029557,-2.847077729734469,6.943164897341698,7.686524689847838,11.769320157021456,154.49,146.65,74.72999999999999,220.52,204.33,84.92999999999999,72.79,83.7,273.21,0.8112369371426262,0.8248703685834301,3.900853365880456,0.4861866148161016,2.1242547035217285,1.3211643695831299
TaMoSe3,Mo,Ta,Se,3.0,3.0,-2.0,2.16,1.5,2.55,0.7979999999999999,198.0,122.8,79.0,-0.3899999999999997,-1.0499999999999998,-1.2799999999999998,-1.94,1.5544303797468355,0.398989898989899,0.6202020202020202,0.3046874999999998,0.5412371134020618,-4.274195439999998,-3.5963150900000027,-6.510488250000024,-4.274195586725868,-3.5963152134553904,-0.2111875472497096,-1.5291146854901538,-0.2825051047029557,-2.730814399751447,6.943164897341698,7.686524689847838,10.84576444731508,154.49,146.65,79.97,220.52,204.33,95.78,72.79,83.7,23.97,0.822750137832205,0.8189185083419792,4.078068555753873,0.4610072495621586,2.390047788619995,1.598507046699524
NbMoS3,Mo,Nb,S,2.0,4.0,-2.0,2.16,1.6,2.58,0.796,184.0,122.8,77.0,-0.4199999999999999,-0.98,-1.2799999999999998,-1.84,1.594805194805195,0.4184782608695652,0.6673913043478261,0.328125,0.532608695652174,-4.274195439999998,-4.453728150000003,-7.00838179000003,-4.274195586725868,-4.45372830288892,0.8145175879610062,-1.5291146854901538,-1.1054994379504737,-2.847077729734469,6.943164897341698,7.135067946929306,11.769320157021456,154.49,158.34,74.72999999999999,220.52,209.16,84.92999999999999,72.79,77.56,273.21,0.8368793677559636,0.8311912143197016,5.223246164127925,0.5120731588219589,1.9652317762374878,0.5112766027450562
TbInS3,Tb,In,S,3.0,3.0,-2.0,1.1,1.78,2.58,0.972,184.0,151.0,92.0,-1.48,-0.8,-2.34,-1.66,1.641304347826087,0.5,0.8206521739130435,0.6324786324786326,0.4819277108433735,-3.0839381900000022,-2.5178859200000034,-7.00838179000003,-1.3025399247139844,-2.517886006434747,0.8145175879610062,0.4848213986217848,-0.1678385307595446,-2.847077729734469,6.119534423052706,5.364511578154709,11.769320157021456,29.39,114.07,74.72999999999999,257.89,151.32,84.92999999999999,112.45,49.29,273.21,0.7724763023385789,0.8582658275235142,2.937436728560608,1.1263822035575697,1.7879366874694824,0.052706245332956314
TbInSe3,Tb,In,Se,3.0,3.0,-2.0,1.1,1.78,2.55,0.9539999999999996,198.0,151.0,92.0,-1.4499999999999995,-0.7699999999999998,-2.34,-1.66,1.641304347826087,0.4646464646464646,0.7626262626262627,0.6196581196581196,0.4638554216867468,-3.0839381900000022,-2.5178859200000034,-6.510488250000024,-1.3025399247139844,-2.517886006434747,-0.2111875472497096,0.4848213986217848,-0.1678385307595446,-2.730814399751447,6.119534423052706,5.364511578154709,10.84576444731508,29.39,114.07,79.97,257.89,151.32,95.78,112.45,49.29,23.97,0.8145749906570834,0.8509685802406071,3.0896106416040863,1.136797298612022,1.542069673538208,0.030677933245897293
UInS3,U,In,S,3.0,3.0,-2.0,1.38,1.78,2.58,0.916,184.0,153.0,92.0,-1.2000000000000002,-0.8,-2.06,-1.66,1.6630434782608696,0.5,0.8315217391304348,0.5825242718446603,0.4819277108433735,-1.99527278,-2.5178859200000034,-7.00838179000003,-1.9952728484943232,-2.517886006434747,0.8145175879610062,0.546861732757815,-0.1678385307595446,-2.847077729734469,5.590257855882314,5.364511578154709,11.769320157021456,187.98,114.07,74.72999999999999,241.76,151.32,84.92999999999999,131.23,49.29,273.21,0.7652333356210312,0.8633898026132069,2.8085852076010704,1.043611945877129,1.4623020887374878,0.06726232916116714
UInSe3,U,In,Se,3.0,3.0,-2.0,1.38,1.78,2.55,0.8979999999999999,198.0,153.0,92.0,-1.17,-0.7699999999999998,-2.06,-1.66,1.6630434782608696,0.4646464646464646,0.7727272727272727,0.5679611650485437,0.4638554216867468,-1.99527278,-2.5178859200000034,-6.510488250000024,-1.9952728484943232,-2.517886006434747,-0.2111875472497096,0.546861732757815,-0.1678385307595446,-2.730814399751447,5.590257855882314,5.364511578154709,10.84576444731508,187.98,114.07,79.97,241.76,151.32,95.78,131.23,49.29,23.97,0.8199754149669866,0.8558451910156248,2.9607591206445485,1.047927455548195,1.4326016902923584,0.06566237658262253
CoNiSe3,Ni,Co,Se,2.0,4.0,-2.0,1.91,1.88,2.55,0.7719999999999999,198.0,86.79,53.52,-0.6399999999999999,-0.6699999999999999,-1.53,-1.56,1.6216367713004485,0.2703030303030303,0.4383333333333333,0.4183006535947711,0.4294871794871794,-4.439555410000002,-4.433222810000001,-6.510488250000024,-4.4395555624023935,0.1435549649279978,-0.2111875472497096,-1.3513871613897686,-1.3590473276566433,-2.730814399751447,7.898771670150475,7.672566418386976,10.84576444731508,125.17,128.78,79.97,156.73999999999998,161.4,95.78,33.809999999999995,35.82,23.97,0.8375496631324768,0.800641887243605,6.408347764598318,0.7797881769817728,2.615764856338501,0.8264319896697998
CrNiS3,Ni,Cr,S,2.0,4.0,-2.0,1.91,1.66,2.58,0.8340000000000001,184.0,86.79,54.9,-0.6700000000000002,-0.9200000000000002,-1.53,-1.78,1.580874316939891,0.2983695652173913,0.4716847826086957,0.4379084967320262,0.5168539325842697,-4.439555410000002,-4.38888821,-7.00838179000003,-4.4395555624023935,-4.388888360663078,0.8145175879610062,-1.3513871613897686,-1.078476583023451,-2.847077729734469,7.898771670150475,7.228119012129165,11.769320157021456,125.17,142.45999999999998,74.72999999999999,156.73999999999998,198.93,84.92999999999999,33.809999999999995,43.95,273.21,0.8247193292580005,0.8014982319222496,6.255260294153496,0.6790755835396952,2.1559977531433105,1.4889144897460938
CrNiSe3,Ni,Cr,Se,2.0,4.0,-2.0,1.91,1.66,2.55,0.8159999999999998,198.0,86.79,54.9,-0.6399999999999999,-0.8899999999999999,-1.53,-1.78,1.580874316939891,0.2772727272727273,0.4383333333333333,0.4183006535947711,0.4999999999999999,-4.439555410000002,-4.38888821,-6.510488250000024,-4.4395555624023935,-4.388888360663078,-0.2111875472497096,-1.3513871613897686,-1.078476583023451,-2.730814399751447,7.898771670150475,7.228119012129165,10.84576444731508,125.17,142.45999999999998,79.97,156.73999999999998,198.93,95.78,33.809999999999995,43.95,23.97,0.8120917304369648,0.796273022852952,6.5102694016216205,0.666163051798548,2.8310275077819824,1.3256827592849731
GaFeSe3,Ga,Fe,Se,3.0,3.0,-2.0,1.81,1.83,2.55,0.802,198.0,74.0,64.62,-0.7399999999999998,-0.7199999999999998,-1.63,-1.61,1.1451562983596408,0.3263636363636364,0.3737373737373737,0.4539877300613495,0.4472049689440993,-2.578899599999997,-4.431945739999999,-6.510488250000024,-2.578899688529241,-0.812293287884647,-0.2111875472497096,-0.243516502355647,-1.3037382507616442,-2.730814399751447,5.688972625290866,7.470426106445764,10.84576444731508,100.27,133.01,79.97,134.39,193.65,95.78,28.23,38.15,23.97,0.8387200176210711,0.7323643628310953,19.41038662933195,0.7434721386136391,1.75139319896698,0.1566450297832489
CrGaS3,Ga,Cr,S,3.0,3.0,-2.0,1.81,1.66,2.58,0.854,184.0,74.0,61.87,-0.77,-0.9200000000000002,-1.63,-1.78,1.1960562469694522,0.33625,0.4021739130434782,0.4723926380368098,0.5168539325842697,-2.578899599999997,-4.38888821,-7.00838179000003,-2.578899688529241,-4.388888360663078,0.8145175879610062,-0.243516502355647,-1.078476583023451,-2.847077729734469,5.688972625290866,7.228119012129165,11.769320157021456,100.27,142.45999999999998,74.72999999999999,134.39,198.93,84.92999999999999,28.23,43.95,273.21,0.8305950697701403,0.7419937735120841,14.01628949245136,0.6781652880605912,2.3322789669036865,0.1248849406838417
CrGaSe3,Ga,Cr,Se,3.0,3.0,-2.0,1.81,1.66,2.55,0.836,198.0,74.0,61.87,-0.7399999999999998,-0.8899999999999999,-1.63,-1.78,1.1960562469694522,0.3124747474747474,0.3737373737373737,0.4539877300613495,0.4999999999999999,-2.578899599999997,-4.38888821,-6.510488250000024,-2.578899688529241,-4.388888360663078,-0.2111875472497096,-0.243516502355647,-1.078476583023451,-2.730814399751447,5.688972625290866,7.228119012129165,10.84576444731508,100.27,142.45999999999998,79.97,134.39,198.93,95.78,28.23,43.95,23.97,0.7674536889898382,0.7401143993793137,14.242570404040174,0.6720057123198676,2.176234483718872,0.1020713523030281
MnGaSe3,Ga,Mn,Se,3.0,3.0,-2.0,1.81,1.55,2.55,0.8580000000000001,198.0,74.0,64.5,-0.7399999999999998,-0.9999999999999998,-1.63,-1.89,1.1472868217054264,0.3257575757575757,0.3737373737373737,0.4539877300613495,0.529100529100529,-2.578899599999997,-4.411136790000002,-6.510488250000024,-2.578899688529241,-0.936468712147378,-0.2111875472497096,-0.243516502355647,-1.152247272554489,-2.730814399751447,5.688972625290866,7.312724883033412,10.84576444731508,100.27,40.830000000000005,79.97,134.39,205.42,95.78,28.23,137.51,23.97,0.8356491598143243,0.7326991579683896,19.119721856555728,0.6286828480580304,2.165466785430908,0.046208228915929794
AlCrSe3,Al,Cr,Se,3.0,3.0,-2.0,1.61,1.66,2.55,0.8759999999999999,198.0,69.0,61.87,-0.9399999999999996,-0.8899999999999999,-1.83,-1.78,1.1152416356877324,0.3124747474747474,0.3484848484848485,0.5136612021857923,0.4999999999999999,-2.712046639999999,-4.38888821,-6.510488250000024,-2.7120467330999567,-4.388888360663078,-0.2111875472497096,-0.3481498809512196,-1.078476583023451,-2.730814399751447,5.763264318842405,7.228119012129165,10.84576444731508,110.43,142.45999999999998,79.97,139.64,198.93,95.78,999.99,43.95,23.97,0.8220426595717893,0.7265093552730764,24.87497499605849,0.7463593376575866,2.9053492546081543,0.6981178522109985
CrFeS3,Fe,Cr,S,3.0,3.0,-2.0,1.83,1.66,2.58,0.8500000000000001,184.0,77.76,61.87,-0.75,-0.9200000000000002,-1.61,-1.78,1.2568288346533054,0.33625,0.4226086956521739,0.4658385093167702,0.5168539325842697,-4.431945739999999,-4.38888821,-7.00838179000003,-0.812293287884647,-4.388888360663078,0.8145175879610062,-1.3037382507616442,-1.078476583023451,-2.847077729734469,7.470426106445764,7.228119012129165,11.769320157021456,133.01,142.45999999999998,74.72999999999999,193.65,198.93,84.92999999999999,38.15,43.95,273.21,0.7910398308816317,0.7528073261803222,10.468389649711128,0.6785024172635229,2.252070903778076,1.8599553108215332
CrFeSe3,Fe,Cr,Se,3.0,3.0,-2.0,1.83,1.66,2.55,0.8319999999999999,198.0,77.76,61.87,-0.7199999999999998,-0.8899999999999999,-1.61,-1.78,1.2568288346533054,0.3124747474747474,0.3927272727272727,0.4472049689440993,0.4999999999999999,-4.431945739999999,-4.38888821,-6.510488250000024,-0.812293287884647,-4.388888360663078,-0.2111875472497096,-1.3037382507616442,-1.078476583023451,-2.730814399751447,7.470426106445764,7.228119012129165,10.84576444731508,133.01,142.45999999999998,79.97,193.65,198.93,95.78,38.15,43.95,23.97,0.7285128397571883,0.7503453925472042,10.694670561299942,0.671116375942841,2.6237049102783203,1.494200348854065
MnFeSe3,Fe,Mn,Se,3.0,3.0,-2.0,1.83,1.55,2.55,0.854,198.0,77.76,64.5,-0.7199999999999998,-0.9999999999999998,-1.61,-1.89,1.2055813953488372,0.3257575757575757,0.3927272727272727,0.4472049689440993,0.529100529100529,-4.431945739999999,-4.411136790000002,-6.510488250000024,-0.812293287884647,-0.936468712147378,-0.2111875472497096,-1.3037382507616442,-1.152247272554489,-2.730814399751447,7.470426106445764,7.312724883033412,10.84576444731508,133.01,40.830000000000005,79.97,193.65,205.42,95.78,38.15,137.51,23.97,0.7967083105816744,0.7428276463285408,13.414583058591074,0.6278508454185581,2.3446695804595947,0.7048682570457458
