,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,material,exp_label,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA,rB,chi_AX_ratio,chi_BX_ratio,chi_diff,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,CsCoCl3,0.0,181.0,1.0,2.0,-1.0,0.79,1.88,3.16,0.4116022099447514,1.0386740331491713,-2.37,-1.2800000000000002,-2.65,-1.56,188.0,74.5,0.8943396226415095,0.8205128205128206,1.3620000000000003,0.9256428374444352,-2.0859241200000014,-4.433222810000001,-8.594666479999974,-0.4792429764515966,0.1435549649279978,0.0197235606770763,-0.5452966317296846,-1.3590473276566433,-3.935229981089612,3.8635765556284616,7.672566418386976,13.876021229339663,253.57,128.78,67.85000000000001,319.04,161.4,75.67,202.25,35.82,224.95,2.523489932885906,0.8437498846156355,1.0212252818682102,4.1557328259451936,1.1131114717344182,0.4335590933888789
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,SrNaCl3,0.0,181.0,2.0,1.0,-1.0,0.95,0.93,3.16,0.56353591160221,0.7955801104972375,-2.21,-2.23,-2.49,-2.51,144.0,102.0,0.8875502008032128,0.8884462151394423,1.5200000000000005,0.3448404862917294,-3.5257832000000016,-2.7445312200000007,-8.594666479999974,-1.2811882639810177,-2.7445313142150973,0.0197235606770763,0.150586057166743,-0.7570217149871556,-3.935229981089612,5.884929518021573,5.147636303709317,13.876021229339663,195.84,175.88,67.85000000000001,254.93,260.21000000000004,75.67,111.21,845.6800000000001,224.95,1.411764705882353,1.0742508365839238,0.8120504691615339,5.962438785601651,0.8112315013391583,0.014038559722880173
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,KCoBr3,0.0,196.0,1.0,2.0,-1.0,0.82,1.88,2.96,0.3801020408163265,0.836734693877551,-2.14,-1.08,-2.62,-1.56,185.0,74.5,0.816793893129771,0.6923076923076923,1.2359999999999998,0.7890673024386846,-2.318921259999999,-4.433222810000001,-7.858438990000018,-0.7664318763103054,0.1435549649279978,0.0551102718918419,-0.6361622968393374,-1.3590473276566433,-3.6781509272527466,4.31357484707873,7.672566418386976,12.554312316976,220.49,128.78,75.14,302.81,161.4,88.34,207.8,35.82,22.81,2.483221476510068,1.0399831623269966,0.9959643706686088,4.361017264023749,1.1750521116200463,0.02507819053078705
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,SmScS3,1.0,184.0,3.0,3.0,-2.0,1.17,1.36,2.58,0.404891304347826,0.6739130434782609,-1.41,-1.22,-2.27,-2.08,150.0,87.0,0.6211453744493391,0.5865384615384615,1.042,0.509482440219523,-2.519165209999997,-3.2357286599999986,-7.00838179000003,-2.5191652964786626,-3.235728771077069,0.8145175879610062,0.530550865217543,0.2753302914535808,-2.847077729734469,5.94376524505028,6.884657007341072,11.769320157021456,194.74,165.06,74.72999999999999,267.86,217.74,84.92999999999999,115.12,58.09,273.21,1.7241379310344829,0.8773319511918253,0.8714917337052116,2.6103634041666908,0.9229114452988536,0.30014428981120816
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,LiNiCl3,0.0,181.0,1.0,2.0,-1.0,0.98,1.91,3.16,0.3812154696132596,0.5082872928176796,-2.18,-1.2500000000000002,-2.46,-1.53,92.0,69.0,0.8861788617886179,0.8169934640522877,1.318,0.2876820724517812,-2.8741409099999977,-4.439555410000002,-8.594666479999974,-1.0207578250408813,-4.4395555624023935,0.0197235606770763,-0.7561139179561087,-1.3513871613897686,-3.935229981089612,5.297381732850112,7.898771670150475,13.876021229339663,165.76,125.17,67.85000000000001,201.34,156.73999999999998,75.67,674.19,33.809999999999995,224.95,1.3333333333333333,0.8517171019809636,0.7721625501163193,6.257934401506712,0.8375515348481207,0.4002074156999365
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,KSmCl3,0.0,181.0,1.0,2.0,-1.0,0.82,1.17,3.16,0.6740331491712707,0.9060773480662982,-2.3400000000000003,-1.99,-2.62,-2.27,164.0,122.0,0.8931297709923665,0.8766519823788547,1.4980000000000002,0.2958453830909418,-2.318921259999999,-2.519165209999997,-8.594666479999974,-0.7664318763103054,-2.5191652964786626,0.0197235606770763,-0.6361622968393374,0.530550865217543,-3.935229981089612,4.31357484707873,5.94376524505028,13.876021229339663,220.49,194.74,67.85000000000001,302.81,267.86,75.67,207.8,115.12,224.95,1.3442622950819672,1.2144303608243487,0.8051236106279397,5.027406704052807,0.8202569325508249,0.001276401319760069
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,TlFeF3,1.0,133.0,1.0,2.0,-1.0,1.62,1.83,3.98,0.5864661654135338,1.2781954887218043,-2.36,-2.15,-1.82,-1.61,170.0,78.0,1.2967032967032963,1.3354037267080745,1.6980000000000002,0.7790896103606701,-2.36925177,-4.431945739999999,-11.111416699999976,-2.3692518513323906,-0.812293287884647,1.136681619020348,-0.1395649868243635,-1.3037382507616442,-4.336301480858267,5.166986943295928,7.470426106445764,19.391595983680425,109.74,133.01,40.44,154.46,193.65,37.4,59.04,38.15,143.19,2.17948717948718,0.0310098652490387,1.015421300475864,3.502607661282437,0.9859940642187814,0.9999985348898824
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,CsTiI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.79,1.54,2.66,0.3909090909090909,0.8545454545454544,-1.87,-1.12,-2.65,-1.9,213.5,86.0,0.7056603773584906,0.5894736842105264,1.13,0.7820946665764414,-2.0859241200000014,-4.219539480000003,-7.083940510000032,-0.4792429764515966,-4.219539624849625,0.2908709899851069,-0.5452966317296846,-0.3138992857783973,-3.4344351648747526,3.8635765556284616,7.119307230391988,11.131355946143175,253.57,154.67,90.24,319.04,206.03,107.49,202.25,51.94,41.190000000000005,2.482558139534884,1.01261006852986,1.0017371300349076,4.2883569630114495,1.1991819484548607,0.03964462708437743
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,CsCrCl3,0.0,181.0,1.0,2.0,-1.0,0.79,1.66,3.16,0.4419889502762431,1.0386740331491713,-2.37,-1.5000000000000002,-2.65,-1.78,188.0,80.0,0.8943396226415095,0.8426966292134832,1.4060000000000004,0.8544153281560676,-2.0859241200000014,-4.38888821,-8.594666479999974,-0.4792429764515966,-4.388888360663078,0.0197235606770763,-0.5452966317296846,-1.078476583023451,-3.935229981089612,3.8635765556284616,7.228119012129165,13.876021229339663,253.57,142.45999999999998,67.85000000000001,319.04,198.93,75.67,202.25,43.95,224.95,2.35,0.7725223753272679,0.99970520887865,4.012918821571924,1.060970162056723,0.7219506560103701
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,RbBeCl3,0.0,181.0,1.0,2.0,-1.0,0.82,1.57,3.16,0.2486187845303867,0.9502762430939226,-2.3400000000000003,-1.59,-2.62,-1.87,172.0,45.0,0.8931297709923665,0.8502673796791443,1.418,1.3408319870431331,-2.23129531,-5.60966653,-8.594666479999974,-0.6626547127478113,-2.01377753912956,0.0197235606770763,-0.5654554674099543,0.6486211812660797,-3.935229981089612,4.153592876586776,9.553745681963834,13.876021229339663,231.42,108.05,67.85000000000001,324.0,120.4,75.67,240.1,289.74,224.95,3.8222222222222224,1.4329850844549763,1.1044660288464,5.872856946898779,1.1601426974473277,3.07028090405615e-05
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,UNiS3,1.0,184.0,4.0,2.0,-2.0,1.38,1.91,2.58,0.3749999999999999,0.6358695652173912,-1.2000000000000002,-0.6700000000000002,-2.06,-1.53,145.0,69.0,0.5825242718446603,0.4379084967320262,0.8900000000000001,0.5280674302004968,-1.99527278,-4.439555410000002,-7.00838179000003,-1.9952728484943232,-4.4395555624023935,0.8145175879610062,0.546861732757815,-1.3513871613897686,-2.847077729734469,5.590257855882314,7.898771670150475,11.769320157021456,187.98,125.17,74.72999999999999,241.76,156.73999999999998,84.92999999999999,131.23,33.809999999999995,273.21,2.101449275362319,0.906835788002338,0.9195206206412032,-2.014334145952096,1.2231849438467244,0.20476806664658231
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,PbHfS3,0.0,184.0,2.0,4.0,-2.0,2.33,1.3,2.58,0.3858695652173912,0.8097826086956521,-0.25,-1.28,-1.11,-2.14,171.70000000000002,85.0,0.2252252252252252,0.5981308411214953,0.8220000000000001,0.7412664289041438,-3.496077730000001,-2.693665829999998,-7.00838179000003,-3.4960778500144083,-2.693665922468976,0.8145175879610062,-0.8830451593257576,0.1845735353332302,-2.847077729734469,6.576348032711487,6.50368793830198,11.769320157021456,103.96,153.65,74.72999999999999,140.49,213.77,84.92999999999999,56.76,89.50999999999999,273.21,2.02,1.020035814075098,0.935013069285152,3.91070829940068,0.3520776971196201,0.03503609013839054
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,BaLiCl3,0.0,181.0,2.0,1.0,-1.0,0.89,0.98,3.16,0.4198895027624309,0.8895027624309393,-2.27,-2.18,-2.55,-2.46,161.0,76.0,0.8901960784313726,0.8861788617886179,1.522,0.7506710246981321,-3.22934977,-2.8741409099999977,-8.594666479999974,-2.0224315294266337,-1.0207578250408813,0.0197235606770763,0.1815487042226235,-0.7561139179561087,-3.935229981089612,5.363406047114364,5.297381732850112,13.876021229339663,219.67,165.76,67.85000000000001,266.14000000000004,201.34,75.67,131.01,674.19,224.95,2.1184210526315788,0.9363857127426856,0.94097715304721,4.025652004493443,0.9452427807242724,0.13374285945892442
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,CsDyI3,1.0,220.00000000000003,1.0,2.0,-1.0,0.79,1.22,2.66,0.4863636363636363,0.8545454545454544,-1.87,-1.4400000000000002,-2.65,-2.22,213.5,107.0,0.7056603773584906,0.6486486486486487,1.1940000000000002,0.563613128368043,-2.0859241200000014,-3.164901719999999,-7.083940510000032,-0.4792429764515966,-1.1732693202763391,0.2908709899851069,-0.5452966317296846,0.4711191951556382,-3.4344351648747526,3.8635765556284616,6.187951074411365,11.131355946143175,253.57,28.52,90.24,319.04,256.01,107.49,202.25,111.98,41.190000000000005,1.9953271028037385,0.7941285303214616,0.937405387739088,3.944470830070801,1.0197968361268477,0.6421413489818607
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,RbMnF3,1.0,133.0,1.0,2.0,-1.0,0.82,1.55,3.98,0.6240601503759398,1.2932330827067668,-3.16,-2.43,-2.62,-1.89,172.0,83.0,1.2061068702290076,1.2857142857142858,1.914,0.7286538690168551,-2.23129531,-4.411136790000002,-11.111416699999976,-0.6626547127478113,-0.936468712147378,1.136681619020348,-0.5654554674099543,-1.152247272554489,-4.336301480858267,4.153592876586776,7.312724883033412,19.391595983680425,231.42,40.830000000000005,40.44,324.0,205.42,37.4,240.1,137.51,143.19,2.072289156626506,0.1409830532962765,0.9984634792831596,3.446406280502426,0.9366417371392488,0.999990890051563
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,TlCuF3,1.0,133.0,1.0,2.0,-1.0,1.62,1.9,3.98,0.5488721804511277,1.2781954887218043,-2.36,-2.08,-1.82,-1.54,170.0,73.0,1.2967032967032963,1.3506493506493509,1.6840000000000002,0.8453389959018707,-2.36925177,-4.608164319999999,-11.111416699999976,-2.3692518513323906,-0.6024405606807606,1.136681619020348,-0.1395649868243635,-1.5474569751238811,-4.336301480858267,5.166986943295928,8.147436993683963,19.391595983680425,109.74,120.22,40.44,154.46,203.02,37.4,59.04,31.9,143.19,2.328767123287671,0.035239520292162,1.040067448545667,3.576750052534571,0.998526293056416,0.9999984284304727
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,RbCdCl3,1.0,181.0,1.0,2.0,-1.0,0.82,1.69,3.16,0.5248618784530387,0.9502762430939226,-2.3400000000000003,-1.4700000000000002,-2.62,-1.75,172.0,95.0,0.8931297709923665,0.8400000000000001,1.394,0.5936175852129121,-2.23129531,-5.657022910000005,-8.594666479999974,-0.6626547127478113,-1.1571185497219154,0.0197235606770763,-0.5654554674099543,0.9482623915387752,-3.935229981089612,4.153592876586776,9.27193000127873,13.876021229339663,231.42,123.55,67.85000000000001,324.0,179.66,75.67,240.1,51.92,224.95,1.810526315789473,0.6857706826247554,0.9043816033307478,3.9552508282230914,0.9615834931815476,0.9192267566227397
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,NaBeCl3,0.0,181.0,1.0,2.0,-1.0,0.93,1.57,3.16,0.2486187845303867,0.7679558011049723,-2.23,-1.59,-2.51,-1.87,139.0,45.0,0.8884462151394423,0.8502673796791443,1.396,1.127811443360372,-2.7445312200000007,-5.60966653,-8.594666479999974,-2.7445313142150973,-2.01377753912956,0.0197235606770763,-0.7570217149871556,0.6486211812660797,-3.935229981089612,5.147636303709317,9.553745681963834,13.876021229339663,175.88,108.05,67.85000000000001,260.21000000000004,120.4,75.67,845.6800000000001,289.74,224.95,3.088888888888889,1.4428606166716516,1.0012156635434788,5.761056720731464,1.0461724018498737,2.5964958783144198e-05
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,TbScS3,1.0,184.0,3.0,3.0,-2.0,1.1,1.36,2.58,0.404891304347826,0.5951086956521738,-1.48,-1.22,-2.34,-2.08,151.0,87.0,0.6324786324786326,0.5865384615384615,1.056,0.3851254238710416,-3.0839381900000022,-3.2357286599999986,-7.00838179000003,-1.3025399247139844,-3.235728771077069,0.8145175879610062,0.4848213986217848,0.2753302914535808,-2.847077729734469,6.119534423052706,6.884657007341072,11.769320157021456,29.39,165.06,74.72999999999999,257.89,217.74,84.92999999999999,112.45,58.09,273.21,1.735632183908046,0.8090055414513979,0.8741009903929517,2.5584746872167035,0.9425642737934928,0.5816988869076373
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,TlFeI3,0.0,220.00000000000003,1.0,2.0,-1.0,1.62,1.83,2.66,0.3545454545454545,0.7727272727272726,-1.04,-0.8300000000000001,-1.82,-1.61,217.0,78.0,0.5714285714285714,0.515527950310559,0.906,0.7790896103606701,-2.36925177,-4.431945739999999,-7.083940510000032,-2.3692518513323906,-0.812293287884647,0.2908709899851069,-0.1395649868243635,-1.3037382507616442,-3.4344351648747526,5.166986943295928,7.470426106445764,11.131355946143175,109.74,133.01,90.24,154.46,193.65,107.49,59.04,38.15,41.190000000000005,2.782051282051282,1.0904156809842616,1.036934368318803,4.53951446003841,1.1493730347630104,0.01066015254804952
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,KCaCl3,1.0,181.0,1.0,2.0,-1.0,0.82,1.0,3.16,0.5524861878453039,0.9060773480662982,-2.3400000000000003,-2.16,-2.62,-2.44,164.0,100.0,0.8931297709923665,0.8852459016393444,1.532,0.494696241836107,-2.318921259999999,-3.766160950000002,-8.594666479999974,-0.7664318763103054,-1.9458476867976409,0.0197235606770763,-0.6361622968393374,0.1499954621481116,-3.935229981089612,4.31357484707873,6.309260154585895,13.876021229339663,220.49,179.84,67.85000000000001,302.81,231.02,75.67,207.8,67.61,224.95,1.64,0.77248557942725,0.8681581993603763,4.125165674016445,0.8758898881587511,0.7220768164990826
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,KCaI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.0,2.66,0.4545454545454545,0.7454545454545454,-1.8400000000000003,-1.66,-2.62,-2.44,185.0,156.0,0.7022900763358779,0.680327868852459,1.2320000000000002,0.494696241836107,-2.318921259999999,-3.766160950000002,-7.083940510000032,-0.7664318763103054,-1.9458476867976409,0.2908709899851069,-0.6361622968393374,0.1499954621481116,-3.4344351648747526,4.31357484707873,6.309260154585895,11.131355946143175,220.49,179.84,90.24,302.81,231.02,107.49,207.8,67.61,41.190000000000005,1.185897435897436,0.8258998481471513,0.7616461908588315,7.365674023008867,0.7862335000643361,0.5099293213550774
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,TlZnCl3,0.0,181.0,1.0,2.0,-1.0,1.62,1.65,3.16,0.4088397790055249,0.9392265193370164,-1.54,-1.5100000000000002,-1.82,-1.79,170.0,74.0,0.8461538461538461,0.8435754189944136,1.2420000000000002,0.831733343846092,-2.36925177,-5.977182470000003,-8.594666479999974,-2.3692518513323906,-1.1074028380152596,0.0197235606770763,-0.1395649868243635,0.922398193658712,-3.935229981089612,5.166986943295928,9.889346728482574,13.876021229339663,109.74,110.68,67.85000000000001,154.46,166.61,75.67,59.04,29.97,224.95,2.2972972972972974,0.94242451905931,0.9733141388020832,4.208005822822063,0.9762891183399396,0.12208655346669227
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,BaUSe3,1.0,198.0,2.0,4.0,-2.0,0.89,1.38,2.55,0.4494949494949495,0.8131313131313131,-1.6599999999999997,-1.17,-2.55,-2.06,173.0,99.0,0.6509803921568627,0.5679611650485437,1.076,0.5927679952523233,-3.22934977,-1.99527278,-6.510488250000024,-2.0224315294266337,-1.9952728484943232,-0.2111875472497096,0.1815487042226235,0.546861732757815,-2.730814399751447,5.363406047114364,5.590257855882314,10.84576444731508,219.67,187.98,79.97,266.14000000000004,241.76,95.78,131.01,131.23,23.97,1.7474747474747474,0.8682710875980845,0.8832904937443867,4.261423173501623,1.0124015996005713,0.3340016785237556
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,RbMgCl3,0.0,181.0,1.0,2.0,-1.0,0.82,1.31,3.16,0.3977900552486187,0.9502762430939226,-2.3400000000000003,-1.85,-2.62,-2.13,172.0,72.0,0.8931297709923665,0.8685446009389672,1.47,0.8708283577973978,-2.23129531,-4.705333049999998,-8.594666479999974,-0.6626547127478113,-1.3065628048520797,0.0197235606770763,-0.5654554674099543,0.500356888176296,-3.935229981089612,4.153592876586776,7.971349299642951,13.876021229339663,231.42,135.17999999999998,67.85000000000001,324.0,191.16,75.67,240.1,561.2099999999999,224.95,2.388888888888889,0.962981455209241,0.9865981127244522,4.2571262530591945,1.014524925405656,0.08877233021828557
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,NaCrF3,1.0,133.0,1.0,2.0,-1.0,0.93,1.66,3.98,0.6015037593984962,1.045112781954887,-3.05,-2.3200000000000003,-2.51,-1.78,139.0,80.0,1.2151394422310755,1.303370786516854,1.87,0.5524472984568101,-2.7445312200000007,-4.38888821,-11.111416699999976,-2.7445313142150973,-4.388888360663078,1.136681619020348,-0.7570217149871556,-1.078476583023451,-4.336301480858267,5.147636303709317,7.228119012129165,19.391595983680425,175.88,142.45999999999998,40.44,260.21000000000004,198.93,37.4,845.6800000000001,43.95,143.19,1.7375,0.5541373552743012,0.9029743143976632,3.807596382683888,0.8418477045035226,0.9906782322716873
49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,NaCrCl3,0.0,181.0,1.0,2.0,-1.0,0.93,1.66,3.16,0.4419889502762431,0.7679558011049723,-2.23,-1.5000000000000002,-2.51,-1.78,139.0,80.0,0.8884462151394423,0.8426966292134832,1.378,0.5524472984568101,-2.7445312200000007,-4.38888821,-8.594666479999974,-2.7445313142150973,-4.388888360663078,0.0197235606770763,-0.7570217149871556,-1.078476583023451,-3.935229981089612,5.147636303709317,7.228119012129165,13.876021229339663,175.88,142.45999999999998,67.85000000000001,260.21000000000004,198.93,75.67,845.6800000000001,43.95,224.95,1.7375,0.8674964717680896,0.8669530266698321,4.407596382683888,0.9140194804948822,0.33698259686967313
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,NaCdCl3,0.0,181.0,1.0,2.0,-1.0,0.93,1.69,3.16,0.5248618784530387,0.7679558011049723,-2.23,-1.4700000000000002,-2.51,-1.75,139.0,95.0,0.8884462151394423,0.8400000000000001,1.3720000000000003,0.3805970415301508,-2.7445312200000007,-5.657022910000005,-8.594666479999974,-2.7445313142150973,-1.1571185497219154,0.0197235606770763,-0.7570217149871556,0.9482623915387752,-3.935229981089612,5.147636303709317,9.27193000127873,13.876021229339663,175.88,123.55,67.85000000000001,260.21000000000004,179.66,75.67,845.6800000000001,51.92,224.95,1.4631578947368422,0.9841758886872062,0.8198360143508195,4.749638534157167,0.8671192904583226,0.06323698816444695
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,NaVF3,1.0,133.0,1.0,2.0,-1.0,0.93,1.63,3.98,0.5939849624060151,1.045112781954887,-3.05,-2.35,-2.51,-1.81,139.0,79.0,1.2151394422310755,1.298342541436464,1.876,0.5650260806636702,-2.7445312200000007,-4.348428499999998,-11.111416699999976,-2.7445313142150973,-4.348428649274164,1.136681619020348,-0.7570217149871556,-0.78074486180114,-4.336301480858267,5.147636303709317,7.169663669121636,19.391595983680425,175.88,148.18,40.44,260.21000000000004,205.66,37.4,845.6800000000001,47.59,143.19,1.759493670886076,0.5265209790824787,0.9072336272014258,3.7975486499674784,0.8490943865330967,0.9941394737934462
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,BaVSe3,0.0,198.0,2.0,4.0,-2.0,0.89,1.63,2.55,0.2929292929292929,0.8131313131313131,-1.6599999999999997,-0.92,-2.55,-1.81,173.0,66.0,0.6509803921568627,0.5082872928176796,1.026,1.0209613544380438,-3.22934977,-4.348428499999998,-6.510488250000024,-2.0224315294266337,-4.348428649274164,-0.2111875472497096,0.1815487042226235,-0.78074486180114,-2.730814399751447,5.363406047114364,7.169663669121636,10.84576444731508,219.67,148.18,79.97,266.14000000000004,205.66,95.78,131.01,47.59,23.97,2.621212121212121,1.2964644467838051,0.9937018054624353,4.440248812588959,1.2726668562201329,0.00031384278634857696
53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,PbNaF3,0.0,133.0,2.0,1.0,-1.0,2.33,0.93,3.98,0.7669172932330827,1.1203007518796992,-1.65,-3.05,-1.11,-2.51,149.0,102.0,1.4864864864864862,1.2151394422310755,1.736,0.3789734926611878,-3.496077730000001,-2.7445312200000007,-11.111416699999976,-3.4960778500144083,-2.7445313142150973,1.136681619020348,-0.8830451593257576,-0.7570217149871556,-4.336301480858267,6.576348032711487,5.147636303709317,19.391595983680425,103.96,175.88,40.44,140.49,260.21000000000004,37.4,56.76,845.6800000000001,143.19,1.46078431372549,0.8691017522661,0.8485302748530983,5.013085095964011,1.0380115590914505,0.33081952556654315
54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,KTmI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.25,2.66,0.4681818181818181,0.7454545454545454,-1.8400000000000003,-1.41,-2.62,-2.19,185.0,100.0,0.7022900763358779,0.6438356164383562,1.1820000000000002,0.4651374395945626,-2.318921259999999,-3.153999099999999,-7.083940510000032,-0.7664318763103054,-1.0724057668138651,0.2908709899851069,-0.6361622968393374,0.5222435779285232,-3.4344351648747526,4.31357484707873,6.424661898518719,11.131355946143175,220.49,176.24,90.24,302.81,254.47,107.49,207.8,111.95,41.190000000000005,1.85,0.8024298030801178,0.8949342742591271,4.207222344682608,0.9761862247725024,0.6088501183475591
55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,KMgF3,1.0,133.0,1.0,2.0,-1.0,0.82,1.31,3.98,0.5413533834586466,1.2330827067669172,-3.16,-2.67,-2.62,-2.13,164.0,72.0,1.2061068702290076,1.2535211267605637,1.962,0.8232003088081431,-2.318921259999999,-4.705333049999998,-11.111416699999976,-0.7664318763103054,-1.3065628048520797,1.136681619020348,-0.6361622968393374,0.500356888176296,-4.336301480858267,4.31357484707873,7.971349299642951,19.391595983680425,220.49,135.17999999999998,40.44,302.81,191.16,37.4,207.8,561.2099999999999,143.19,2.2777777777777777,0.1813894387079113,1.024445087932399,3.614200992037822,0.9856955996591172,0.9999821361505168
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,BaNaCl3,0.0,181.0,2.0,1.0,-1.0,0.89,0.93,3.16,0.56353591160221,0.8895027624309393,-2.27,-2.23,-2.55,-2.51,161.0,102.0,0.8901960784313726,0.8884462151394423,1.532,0.456431551700192,-3.22934977,-2.7445312200000007,-8.594666479999974,-2.0224315294266337,-2.7445313142150973,0.0197235606770763,0.1815487042226235,-0.7570217149871556,-3.935229981089612,5.363406047114364,5.147636303709317,13.876021229339663,219.67,175.88,67.85000000000001,266.14000000000004,260.21000000000004,75.67,131.01,845.6800000000001,224.95,1.5784313725490196,0.8563549595487815,0.8545269552407526,4.6909088419346805,0.8562100119362062,0.38117752746946093
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,CsBaCl3,0.0,181.0,1.0,2.0,-1.0,0.79,0.89,3.16,0.7458563535911602,1.0386740331491713,-2.37,-2.27,-2.65,-2.55,188.0,135.0,0.8943396226415095,0.8901960784313726,1.5600000000000005,0.3311671843915196,-2.0859241200000014,-3.22934977,-8.594666479999974,-0.4792429764515966,-2.0224315294266337,0.0197235606770763,-0.5452966317296846,0.1815487042226235,-3.935229981089612,3.8635765556284616,5.363406047114364,13.876021229339663,253.57,219.67,67.85000000000001,319.04,266.14000000000004,75.67,202.25,131.01,224.95,1.3925925925925926,1.078652569962001,0.8257058845485054,4.545845166021632,0.8295492499823608,0.013025657834998589
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,CsVI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.79,1.63,2.66,0.359090909090909,0.8545454545454544,-1.87,-1.0300000000000002,-2.65,-1.81,213.5,66.0,0.7056603773584906,0.5690607734806631,1.112,0.8669941103629276,-2.0859241200000014,-4.348428499999998,-7.083940510000032,-0.4792429764515966,-4.348428649274164,0.2908709899851069,-0.5452966317296846,-0.78074486180114,-3.4344351648747526,3.8635765556284616,7.169663669121636,11.131355946143175,253.57,148.18,90.24,319.04,205.66,107.49,202.25,47.59,41.190000000000005,3.234848484848485,1.0975095123163463,1.0717886775897962,5.0887829357023,1.329065080431648,0.009445012024400158
