,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,material,exp_label,rX,nA,nB,nX,chiA,chiB,chiX,rB_rX_ratio,rA_rX_ratio,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA,rB,chi_AX_ratio,chi_BX_ratio,chi_diff,log_rA_rB_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,rA_rB_ratio,t_sisso,t,tau,t_jess,p_t_sisso
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,NdYbS3,0.0,184.0,3.0,3.0,-2.0,1.14,1.1,2.58,0.4717391304347826,0.6902173913043478,-1.4400000000000002,-1.48,-2.3,-2.34,158.7,102.0,0.6260869565217393,0.6324786324786326,1.1,0.3805804647922866,-2.1210724900000018,-3.076992080000003,-7.00838179000003,-2.121072562812813,-1.0944533775707237,0.8145175879610062,0.3586248253414548,0.4767999173605045,-2.847077729734469,5.776794692320843,6.531525574217345,11.769320157021456,200.25,173.83,74.72999999999999,272.22,248.9,84.92999999999999,117.44,112.51,273.21,1.5558823529411765,0.9242955895452658,0.8472940710727177,3.363186210816292,0.8387315222933697,0.15990310936389876
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,LaYbSe3,0.0,198.0,3.0,3.0,-2.0,1.1,1.1,2.55,0.4383838383838384,0.686868686868687,-1.4499999999999995,-1.4499999999999995,-2.34,-2.34,150.0,102.0,0.6196581196581195,0.6196581196581195,1.09,0.4490482640697475,-2.778124050000001,-3.076992080000003,-6.510488250000024,-2.7781241453682792,-1.0944533775707237,-0.2111875472497096,-0.2216918666232401,0.4767999173605045,-2.730814399751447,5.8114999284947535,6.531525574217345,10.84576444731508,205.43,173.83,79.97,267.61,248.9,95.78,119.73,112.51,23.97,1.4705882352941178,0.8118601395844085,0.8202459323579949,4.380621387795889,0.8202459323579949,0.5697391337599215
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,KVF3,1.0,133.0,1.0,2.0,-1.0,0.82,1.63,3.98,0.5939849624060151,1.2330827067669172,-3.16,-2.35,-2.62,-1.81,164.0,79.0,1.2061068702290076,1.298342541436464,1.898,0.7304185753571771,-2.318921259999999,-4.348428499999998,-11.111416699999976,-0.7664318763103054,-4.348428649274164,1.136681619020348,-0.6361622968393374,-0.78074486180114,-4.336301480858267,4.31357484707873,7.169663669121636,19.391595983680425,220.49,148.18,40.44,302.81,205.66,37.4,207.8,47.59,143.19,2.075949367088608,0.0886077052569451,0.9906190708780274,3.525680904818961,0.9202444108809428,0.9999961882779221
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,SrNaBr3,0.0,196.0,2.0,1.0,-1.0,0.95,0.93,2.96,0.5204081632653061,0.7346938775510204,-2.01,-2.03,-2.49,-2.51,168.0,151.0,0.8072289156626504,0.8087649402390438,1.4,0.3448404862917294,-3.5257832000000016,-2.7445312200000007,-7.858438990000018,-1.2811882639810177,-2.7445313142150973,0.0551102718918419,0.150586057166743,-0.7570217149871556,-3.6781509272527466,5.884929518021573,5.147636303709317,12.554312316976,195.84,175.88,75.14,254.93,260.21000000000004,88.34,111.21,845.6800000000001,22.81,1.1125827814569536,1.0341002611859371,0.7417507686035729,18.1555231703856,0.7403420188501563,0.027686278484998033
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,RbCaF3,1.0,133.0,1.0,2.0,-1.0,0.82,1.0,3.98,0.7518796992481203,1.2932330827067668,-3.16,-2.98,-2.62,-2.44,172.0,100.0,1.2061068702290076,1.221311475409836,2.024,0.5423242908253617,-2.23129531,-3.766160950000002,-11.111416699999976,-0.6626547127478113,-1.9458476867976409,1.136681619020348,-0.5654554674099543,0.1499954621481116,-4.336301480858267,4.153592876586776,6.309260154585895,19.391595983680425,231.42,179.84,40.44,324.0,231.02,37.4,240.1,67.61,143.19,1.72,0.0917981853577472,0.9256142125543454,3.501534133907845,0.9140908633227912,0.9999959807094517
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,BaNaBr3,0.0,196.0,2.0,1.0,-1.0,0.89,0.93,2.96,0.5204081632653061,0.8214285714285715,-2.07,-2.03,-2.55,-2.51,173.0,151.0,0.8117647058823529,0.8087649402390438,1.412,0.456431551700192,-3.22934977,-2.7445312200000007,-7.858438990000018,-2.0224315294266337,-2.7445313142150973,0.0551102718918419,0.1815487042226235,-0.7570217149871556,-3.6781509272527466,5.363406047114364,5.147636303709317,12.554312316976,219.67,175.88,75.14,266.14000000000004,260.21000000000004,88.34,131.01,845.6800000000001,22.81,1.145695364238411,0.851558608649662,0.7519396527876879,14.145018000458522,0.7547286494714557,0.4008632915561587
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,CsBeF3,1.0,133.0,1.0,2.0,-1.0,0.79,1.57,3.98,0.3383458646616541,1.413533834586466,-3.19,-2.41,-2.65,-1.87,188.0,45.0,1.2037735849056603,1.288770053475936,1.916,1.4297794730596294,-2.0859241200000014,-5.60966653,-11.111416699999976,-0.4792429764515966,-2.01377753912956,1.136681619020348,-0.5452966317296846,0.6486211812660797,-4.336301480858267,3.8635765556284616,9.553745681963834,19.391595983680425,253.57,108.05,40.44,319.04,120.4,37.4,202.25,289.74,143.19,4.177777777777778,0.0189625897070344,1.2751789242876617,4.877529088185467,1.191078812660015,0.9999988001477812
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,DyScS3,1.0,184.0,3.0,3.0,-2.0,1.22,1.36,2.58,0.404891304347826,0.5885869565217391,-1.36,-1.22,-2.22,-2.08,145.0,87.0,0.6126126126126126,0.5865384615384615,1.032,0.3741060286214311,-3.164901719999999,-3.2357286599999986,-7.00838179000003,-1.1732693202763391,-3.235728771077069,0.8145175879610062,0.4711191951556382,0.2753302914535808,-2.847077729734469,6.187951074411365,6.884657007341072,11.769320157021456,28.52,165.06,74.72999999999999,256.01,217.74,84.92999999999999,111.98,58.09,273.21,1.6666666666666667,0.8203566465771078,0.8584454502665109,2.90301847359172,0.8966070335673851,0.5336860839108868
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,RbSrF3,0.0,133.0,1.0,2.0,-1.0,0.82,0.95,3.98,0.8872180451127819,1.2932330827067668,-3.16,-3.03,-2.62,-2.49,172.0,118.0,1.2061068702290076,1.216867469879518,2.0340000000000003,0.3768098523477883,-2.23129531,-3.5257832000000016,-11.111416699999976,-0.6626547127478113,-1.2811882639810177,1.136681619020348,-0.5654554674099543,0.150586057166743,-4.336301480858267,4.153592876586776,5.884929518021573,19.391595983680425,231.42,195.84,40.44,324.0,254.93,37.4,240.1,111.21,143.19,1.4576271186440677,0.527989315564644,0.8592355040843126,3.995454648453123,0.8516373970645964,0.9939928997166821
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,CsSnI3,1.0,220.00000000000003,1.0,2.0,-1.0,0.79,1.96,2.66,0.5227272727272726,0.8545454545454544,-1.87,-0.7000000000000002,-2.65,-1.48,213.5,86.0,0.7056603773584906,0.4729729729729731,1.046,0.4915098344666993,-2.0859241200000014,-3.6934392700000016,-7.083940510000032,-0.4792429764515966,-3.693439396789498,0.2908709899851069,-0.5452966317296846,-1.0130803347838755,-3.4344351648747526,3.8635765556284616,6.875250052003975,11.131355946143175,253.57,106.59,90.24,319.04,135.54,107.49,202.25,46.940000000000005,41.190000000000005,2.482558139534884,0.7844601129412645,1.0017371300349076,4.2883569630114495,1.4945593968111106,0.6792031170184122
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,SrHfS3,1.0,184.0,2.0,4.0,-2.0,0.95,1.3,2.58,0.3858695652173912,0.7826086956521738,-1.63,-1.28,-2.49,-2.14,168.0,85.0,0.6546184738955823,0.5981308411214953,1.098,0.7071334225346851,-3.5257832000000016,-2.693665829999998,-7.00838179000003,-1.2811882639810177,-2.693665922468976,0.8145175879610062,0.150586057166743,0.1845735353332302,-2.847077729734469,5.884929518021573,6.50368793830198,11.769320157021456,195.84,153.65,74.72999999999999,254.93,213.77,84.92999999999999,111.21,89.50999999999999,273.21,1.9764705882352944,1.0104127847439397,0.9252870407320032,3.966654155929642,1.012671390399527,0.04111655588185498
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,AgNiF3,1.0,133.0,1.0,2.0,-1.0,1.93,1.91,3.98,0.5187969924812029,0.962406015037594,-2.05,-2.0700000000000003,-1.51,-1.53,128.0,69.0,1.357615894039735,1.3529411764705883,1.62,0.6179237593223578,-4.402160580000001,-4.439555410000002,-11.111416699999976,-0.2462930884548233,-4.4395555624023935,1.136681619020348,-1.4755869046631138,-1.3513871613897686,-4.336301480858267,7.75596378025508,7.898771670150475,19.391595983680425,132.41000000000005,125.17,40.44,190.44,156.73999999999998,37.4,54.86,33.809999999999995,143.19,1.855072463768116,0.6889249379997312,0.913640271190836,3.929641970304716,0.9167971048373346,0.9151541835265163
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,PrScS3,1.0,184.0,3.0,3.0,-2.0,1.13,1.36,2.58,0.404891304347826,0.6407608695652174,-1.4500000000000002,-1.22,-2.31,-2.08,156.0,87.0,0.6277056277056278,0.5865384615384615,1.05,0.4590376821578115,-2.320982129999998,-3.2357286599999986,-7.00838179000003,-2.320982209675374,-3.235728771077069,0.8145175879610062,0.1152585549847216,0.2753302914535808,-2.847077729734469,5.700078313684422,6.884657007341072,11.769320157021456,201.97,165.06,74.72999999999999,271.35,217.74,84.92999999999999,117.98,58.09,273.21,1.793103448275862,0.8367184832296144,0.8871472738316525,2.3269123806531264,0.9494131636776184,0.46348747747307845
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,CeYbSe3,0.0,198.0,3.0,3.0,-2.0,1.12,1.1,2.55,0.4383838383838384,0.6767676767676768,-1.4299999999999995,-1.4499999999999995,-2.32,-2.34,134.0,102.0,0.6163793103448274,0.6196581196581195,1.086,0.4342331782846069,-2.5303330600000007,-3.076992080000003,-6.510488250000024,-2.5303331468620374,-1.0944533775707237,-0.2111875472497096,0.0869328039854952,0.4767999173605045,-2.730814399751447,5.700526061695872,6.531525574217345,10.84576444731508,204.28,173.83,79.97,257.54,248.9,95.78,118.68,112.51,23.97,1.3137254901960784,0.8093327740661633,0.7825334756978573,7.38475764079093,0.7783928407788853,0.580332691004902
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,UCrS3,1.0,184.0,4.0,2.0,-2.0,1.38,1.66,2.58,0.4347826086956521,0.6358695652173912,-1.2000000000000002,-0.9200000000000002,-2.06,-1.78,145.0,70.5,0.5825242718446603,0.5168539325842697,0.94,0.3801473001238744,-1.99527278,-4.38888821,-7.00838179000003,-1.9952728484943232,-4.388888360663078,0.8145175879610062,0.546861732757815,-1.078476583023451,-2.847077729734469,5.590257855882314,7.228119012129165,11.769320157021456,187.98,142.45999999999998,74.72999999999999,241.76,198.93,84.92999999999999,131.23,43.95,273.21,2.0567375886524824,0.8681862750692709,0.9141010492032392,-1.9815139909518464,1.0302447451974035,0.3343274279500911
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,PbNbS3,0.0,184.0,2.0,4.0,-2.0,2.33,1.6,2.58,0.3695652173913044,0.8097826086956521,-0.25,-0.98,-1.11,-1.84,171.70000000000002,68.0,0.2252252252252252,0.5326086956521738,0.762,0.7844386007693523,-3.496077730000001,-4.453728150000003,-7.00838179000003,-3.4960778500144083,-4.45372830288892,0.8145175879610062,-0.8830451593257576,-1.1054994379504737,-2.847077729734469,6.576348032711487,7.135067946929306,11.769320157021456,103.96,158.34,74.72999999999999,140.49,209.16,84.92999999999999,56.76,77.56,273.21,2.5250000000000004,1.0632079859403067,0.9980893477686742,4.158026727894971,0.422063890396755,0.016934857350878966
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,KMnCl3,1.0,181.0,1.0,2.0,-1.0,0.82,1.55,3.16,0.4585635359116021,0.9060773480662982,-2.3400000000000003,-1.61,-2.62,-1.89,164.0,83.0,0.8931297709923665,0.851851851851852,1.4220000000000002,0.6810258200276005,-2.318921259999999,-4.411136790000002,-8.594666479999974,-0.7664318763103054,-0.936468712147378,0.0197235606770763,-0.6361622968393374,-1.152247272554489,-3.935229981089612,4.31357484707873,7.312724883033412,13.876021229339663,220.49,40.830000000000005,67.85000000000001,302.81,205.42,75.67,207.8,137.51,224.95,1.9759036144578312,0.8432352656003499,0.92406232583434,4.082086623087857,0.9688393253603318,0.4357366365535314
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,CsSrF3,1.0,133.0,1.0,2.0,-1.0,0.79,0.95,3.98,0.8872180451127819,1.413533834586466,-3.19,-3.03,-2.65,-2.49,188.0,118.0,1.2037735849056603,1.216867469879518,2.04,0.4657573383642844,-2.0859241200000014,-3.5257832000000016,-11.111416699999976,-0.4792429764515966,-1.2811882639810177,1.136681619020348,-0.5452966317296846,0.150586057166743,-4.336301480858267,3.8635765556284616,5.884929518021573,19.391595983680425,253.57,195.84,40.44,319.04,254.93,37.4,202.25,111.21,143.19,1.5932203389830508,0.1021381314913152,0.9043101534788996,3.5478276866313725,0.8945794856589134,0.9999952269030453
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,PbTaS3,0.0,184.0,2.0,4.0,-2.0,2.33,1.5,2.58,0.3695652173913044,0.8097826086956521,-0.25,-1.08,-1.11,-1.94,171.70000000000002,79.0,0.2252252252252252,0.5567010309278351,0.782,0.7844386007693523,-3.496077730000001,-3.5963150900000027,-7.00838179000003,-3.4960778500144083,-3.5963152134553904,0.8145175879610062,-0.8830451593257576,-0.2825051047029557,-2.847077729734469,6.576348032711487,7.686524689847838,11.769320157021456,103.96,146.65,74.72999999999999,140.49,204.33,84.92999999999999,56.76,83.7,273.21,2.173417721518988,1.0632079859403067,0.956344165922836,3.928534659751224,0.3869093430702164,0.016934857350878966
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,HoScS3,1.0,184.0,3.0,3.0,-2.0,1.23,1.36,2.58,0.404891304347826,0.6086956521739131,-1.35,-1.22,-2.21,-2.08,104.0,87.0,0.6108597285067874,0.5865384615384615,1.03,0.4076997459095807,-3.2008237100000025,-3.2357286599999986,-7.00838179000003,-1.1351101489664033,-3.235728771077069,0.8145175879610062,0.3636387404670252,0.2753302914535808,-2.847077729734469,6.258815168820546,6.884657007341072,11.769320157021456,27.71,165.06,74.72999999999999,111.73,217.74,84.92999999999999,256.24,58.09,273.21,1.1954022988505748,0.7908673303593217,0.7514659260691645,13.207675770400751,0.782626036793344,0.6548650989529632
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,TlGeI3,0.0,220.00000000000003,1.0,2.0,-1.0,1.62,2.01,2.66,0.3318181818181818,0.7727272727272726,-1.04,-0.6500000000000004,-1.82,-1.4300000000000002,217.0,61.6,0.5714285714285714,0.4545454545454547,0.8700000000000001,0.8453389959018707,-2.36925177,-3.8949312500000026,-7.083940510000032,-2.3692518513323906,-3.894931383706377,0.2908709899851069,-0.1395649868243635,-0.9159627234370702,-3.4344351648747526,5.166986943295928,7.445211421588107,11.131355946143175,109.74,92.2,90.24,154.46,117.22,107.49,59.04,26.66,41.190000000000005,3.5227272727272725,1.1566650665254623,1.0973240119282786,5.36894128472345,1.379493043566978,0.0034332030554330728
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,SrTiSe3,0.0,198.0,2.0,4.0,-2.0,0.95,1.54,2.55,0.3055555555555555,0.7272727272727273,-1.6,-1.0099999999999998,-2.49,-1.9,168.0,60.5,0.642570281124498,0.5315789473684209,1.0319999999999998,0.8671699345392049,-3.5257832000000016,-4.219539480000003,-6.510488250000024,-1.2811882639810177,-4.219539624849625,-0.2111875472497096,0.150586057166743,-0.3138992857783973,-2.730814399751447,5.884929518021573,7.119307230391988,10.84576444731508,195.84,154.67,79.97,254.93,206.03,95.78,111.21,51.94,23.97,2.7768595041322315,1.2097694837503243,1.0011672488595549,4.710509424720257,1.2102065436132838,0.0013824468441094105
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,TlPbCl3,0.0,181.0,1.0,2.0,-1.0,1.62,2.33,3.16,0.6574585635359116,0.9392265193370164,-1.54,-0.8300000000000001,-1.82,-1.11,170.0,119.0,0.8461538461538461,0.7477477477477478,1.106,0.3566749439387324,-2.36925177,-3.496077730000001,-8.594666479999974,-2.3692518513323906,-3.4960778500144083,0.0197235606770763,-0.1395649868243635,-0.8830451593257576,-3.935229981089612,5.166986943295928,6.576348032711487,13.876021229339663,109.74,103.96,67.85000000000001,154.46,140.49,75.67,59.04,56.76,224.95,1.4285714285714286,1.0689333583463083,0.8273170179817708,4.5262559063001,0.936194697827379,0.015366427132531918
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,RbYbI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.1,2.66,0.4636363636363636,0.7818181818181817,-1.8400000000000003,-1.56,-2.62,-2.34,178.0,102.0,0.7022900763358779,0.6666666666666667,1.2120000000000002,0.522521663529182,-2.23129531,-3.076992080000003,-7.083940510000032,-0.6626547127478113,-1.0944533775707237,0.2908709899851069,-0.5654554674099543,0.4767999173605045,-3.4344351648747526,4.153592876586776,6.531525574217345,11.131355946143175,231.42,173.83,90.24,324.0,248.9,107.49,240.1,112.51,41.190000000000005,1.7450980392156863,0.82646155834511,0.8740037510132844,4.290958270255264,0.9207062415254448,0.5075167857419817
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,NaCdF3,0.0,133.0,1.0,2.0,-1.0,0.93,1.69,3.98,0.7142857142857142,1.045112781954887,-3.05,-2.29,-2.51,-1.75,139.0,95.0,1.2151394422310755,1.3085714285714285,1.864,0.3805970415301508,-2.7445312200000007,-5.657022910000005,-11.111416699999976,-2.7445313142150973,-1.1571185497219154,1.136681619020348,-0.7570217149871556,0.9482623915387752,-4.336301480858267,5.147636303709317,9.27193000127873,19.391595983680425,175.88,123.55,40.44,260.21000000000004,179.66,37.4,845.6800000000001,51.92,143.19,1.4631578947368422,0.9515515219753964,0.84356810950308,4.244375376262431,0.783337355290226,0.10613529168928593
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,CsBaF3,0.0,133.0,1.0,2.0,-1.0,0.79,0.89,3.98,1.0150375939849623,1.413533834586466,-3.19,-3.09,-2.65,-2.55,188.0,135.0,1.2037735849056603,1.211764705882353,2.052,0.3311671843915196,-2.0859241200000014,-3.22934977,-11.111416699999976,-0.4792429764515966,-2.0224315294266337,1.136681619020348,-0.5452966317296846,0.1815487042226235,-4.336301480858267,3.8635765556284616,5.363406047114364,19.391595983680425,253.57,219.67,40.44,319.04,266.14000000000004,37.4,202.25,131.01,143.19,1.3925925925925926,0.2880911202258103,0.8469471959821036,4.190289610466076,0.8413619058089298,0.999893683794113
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,PrYbSe3,0.0,198.0,3.0,3.0,-2.0,1.13,1.1,2.55,0.4383838383838384,0.5954545454545455,-1.42,-1.4499999999999995,-2.31,-2.34,156.0,102.0,0.6147186147186147,0.6196581196581195,1.084,0.3062301858770208,-2.320982129999998,-3.076992080000003,-6.510488250000024,-2.320982209675374,-1.0944533775707237,-0.2111875472497096,0.1152585549847216,0.4767999173605045,-2.730814399751447,5.700078313684422,6.531525574217345,10.84576444731508,201.97,173.83,79.97,271.35,248.9,95.78,117.98,112.51,23.97,1.5294117647058822,0.9548640310859978,0.8343881036055466,3.739992143426388,0.8277369131692822,0.10081611176947532
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,PbNaCl3,0.0,181.0,2.0,1.0,-1.0,2.33,0.93,3.16,0.56353591160221,0.8232044198895028,-0.8300000000000001,-2.23,-1.11,-2.51,149.0,102.0,0.7477477477477478,0.8884462151394423,1.2440000000000002,0.3789734926611878,-3.496077730000001,-2.7445312200000007,-8.594666479999974,-3.4960778500144083,-2.7445313142150973,0.0197235606770763,-0.8830451593257576,-0.7570217149871556,-3.935229981089612,6.576348032711487,5.147636303709317,13.876021229339663,103.96,175.88,67.85000000000001,140.49,260.21000000000004,75.67,56.76,845.6800000000001,224.95,1.46078431372549,1.0134455016928658,0.8245435533024806,5.483673331258129,0.6939650081182314,0.039098372314884784
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,KCdI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.82,1.69,2.66,0.4318181818181817,0.7454545454545454,-1.8400000000000003,-0.9700000000000002,-2.62,-1.75,185.0,156.0,0.7022900763358779,0.5542857142857144,1.094,0.5459895362236576,-2.318921259999999,-5.657022910000005,-7.083940510000032,-0.7664318763103054,-1.1571185497219154,0.2908709899851069,-0.6361622968393374,0.9482623915387752,-3.4344351648747526,4.31357484707873,9.27193000127873,11.131355946143175,220.49,123.55,90.24,302.81,179.66,107.49,207.8,51.92,41.190000000000005,1.185897435897436,0.8771931425347019,0.7616461908588315,7.365674023008867,0.9650195697510968,0.3006482275852467
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,PrLuS3,0.0,184.0,3.0,3.0,-2.0,1.13,1.27,2.58,0.4679347826086956,0.6407608695652174,-1.4500000000000002,-1.31,-2.31,-2.17,156.0,99.0,0.6277056277056278,0.6036866359447005,1.068,0.3143273961096401,-2.320982129999998,-1.7533157500000005,-7.00838179000003,-2.320982209675374,-1.7533158101883548,0.8145175879610062,0.1152585549847216,0.3090144625889975,-2.847077729734469,5.700078313684422,5.26002856955933,11.769320157021456,201.97,162.29,74.72999999999999,271.35,232.06,84.92999999999999,117.98,97.53,273.21,1.5757575757575757,0.999222970179554,0.8495297215843739,3.254224413621144,0.8833301176316819,0.049460601689131134
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,KSrCl3,0.0,181.0,1.0,2.0,-1.0,0.82,0.95,3.16,0.6519337016574586,0.9060773480662982,-2.3400000000000003,-2.21,-2.62,-2.49,164.0,118.0,0.8931297709923665,0.8875502008032128,1.542,0.3291818033585337,-2.318921259999999,-3.5257832000000016,-8.594666479999974,-0.7664318763103054,-1.2811882639810177,0.0197235606770763,-0.6361622968393374,0.150586057166743,-3.935229981089612,4.31357484707873,5.884929518021573,13.876021229339663,220.49,195.84,67.85000000000001,302.81,254.93,75.67,207.8,111.21,224.95,1.3898305084745763,1.136895045529133,0.8158944950510559,4.755974052573193,0.8210236027882427,0.004816524854872877
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,PbSnS3,0.0,184.0,2.0,4.0,-2.0,2.33,1.96,2.58,0.3749999999999999,0.8097826086956521,-0.25,-0.6200000000000001,-1.11,-1.48,171.70000000000002,86.0,0.2252252252252252,0.4189189189189189,0.6900000000000001,0.7698398013481998,-3.496077730000001,-3.6934392700000016,-7.00838179000003,-3.4960778500144083,-3.693439396789498,0.8145175879610062,-0.8830451593257576,-1.0130803347838755,-2.847077729734469,6.576348032711487,6.875250052003975,11.769320157021456,103.96,106.59,74.72999999999999,140.49,135.54,84.92999999999999,56.76,46.940000000000005,273.21,1.996511627906977,1.048609186519154,0.9315500579174292,3.914794873094722,0.5008333644717361,0.021682746720872646
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,CsGeI3,0.0,220.00000000000003,1.0,2.0,-1.0,0.79,2.01,2.66,0.3318181818181818,0.8545454545454544,-1.87,-0.6500000000000004,-2.65,-1.4300000000000002,213.5,61.6,0.7056603773584906,0.4545454545454547,1.0360000000000005,0.945982521681558,-2.0859241200000014,-3.8949312500000026,-7.083940510000032,-0.4792429764515966,-3.894931383706377,0.2908709899851069,-0.5452966317296846,-0.9159627234370702,-3.4344351648747526,3.8635765556284616,7.445211421588107,11.131355946143175,253.57,92.2,90.24,319.04,117.22,107.49,202.25,26.66,41.190000000000005,3.465909090909091,1.1764979236349766,1.0885353756771368,5.3598267262651085,1.6898998247304675,0.0024442755046395408
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,RbBeF3,0.0,133.0,1.0,2.0,-1.0,0.82,1.57,3.98,0.3383458646616541,1.2932330827067668,-3.16,-2.41,-2.62,-1.87,172.0,45.0,1.2061068702290076,1.288770053475936,1.91,1.3408319870431331,-2.23129531,-5.60966653,-11.111416699999976,-0.6626547127478113,-2.01377753912956,1.136681619020348,-0.5654554674099543,0.6486211812660797,-4.336301480858267,4.153592876586776,9.553745681963834,19.391595983680425,231.42,108.05,40.44,324.0,120.4,37.4,240.1,289.74,143.19,3.8222222222222224,0.4711950647300011,1.2116186040739465,4.806190280232112,1.1339040029130787,0.997691752698473
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,CsCdF3,1.0,133.0,1.0,2.0,-1.0,0.79,1.69,3.98,0.7142857142857142,1.413533834586466,-3.19,-2.29,-2.65,-1.75,188.0,95.0,1.2037735849056603,1.3085714285714285,1.892,0.6825650712294085,-2.0859241200000014,-5.657022910000005,-11.111416699999976,-0.4792429764515966,-1.1571185497219154,1.136681619020348,-0.5452966317296846,0.9482623915387752,-4.336301480858267,3.8635765556284616,9.27193000127873,19.391595983680425,253.57,123.55,40.44,319.04,179.66,37.4,202.25,51.92,143.19,1.9789473684210528,0.6648105260105748,0.9955344233473848,3.2992801592625494,0.9158063637368008,0.9420318303835055
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,YScS3,1.0,184.0,3.0,3.0,-2.0,1.22,1.36,2.58,0.404891304347826,0.5842391304347826,-1.36,-1.22,-2.22,-2.08,146.0,87.0,0.6126126126126126,0.5865384615384615,1.032,0.3666917221822037,-2.518776380000004,-3.2357286599999986,-7.00838179000003,-2.5187764664653174,-3.235728771077069,0.8145175879610062,0.1564045493718278,0.2753302914535808,-2.847077729734469,6.250735714575128,6.884657007341072,11.769320157021456,178.5,165.06,74.72999999999999,235.81,217.74,84.92999999999999,94.26,58.09,273.21,1.6781609195402298,0.8279085421406058,0.861054706954251,2.8396814045943466,0.8993322829095353,0.5012999311284954
